V1,V2,n
phosphate,triglycerides,1
phosphate,ultrafiltration volume,1
physical activity,ApoAI,1
physical activity,albumin,2
physical activity,albumin to creatinine ratio,1
physical activity,alcohol use,1
physical activity,ankle-brachial index (ABI),1
physical activity,antihypertensive use,1
physical activity,apoAI/apoB ratio,1
physical activity,apoB,1
physical activity,aspirin therapy,4
physical activity,average of 3 daily 2hour bg levels after meals,1
physical activity,blood glucose,1
physical activity,blood pressure,1
physical activity,bmi,6
physical activity,c-reactive protein,1
physical activity,cardiovascular disease,2
physical activity,cholesterol,13
physical activity,chronic kidney disease,1
physical activity,ci,1
physical activity,coronary heart disease,3
physical activity,creatinine,4
physical activity,diabetes treatment,2
physical activity,diastolic blood pressure,2
physical activity,ecg abnormalities,1
physical activity,egfr,1
physical activity,fasting status yes or no,1
physical activity,fibrinogen,2
physical activity,glycemic control,2
physical activity,hba1c,7
physical activity,heart rate,3
physical activity,homair,1
physical activity,homocysteine,1
physical activity,hyperlipidemia,1
physical activity,hypertension,8
physical activity,idf metabolic syndrome,1
physical activity,indigenous australian,1
physical activity,insulin (measurment),1
physical activity,insulin treatment,1
physical activity,macrovascular complications,2
physical activity,microvascular disease,1
physical activity,neuropathy,1
physical activity,retinopathy,3
physical activity,smoking,3
physical activity,socioeconomic variables,1
physical activity,statins,1
physical activity,systolic blood pressure,4
physical activity,total energy kcalday,1
physical activity,triglycerides,3
physical activity,urinary acr,1
physical activity,waist measurements,2
physical activity,wasting,1
physical inactivity,aspirin therapy,4
physical inactivity,cholesterol,8
physical inactivity,diastolic blood pressure,1
physical inactivity,fasting plasma glucose,1
physical inactivity,glycemic control,1
physical inactivity,hba1c,3
physical inactivity,highdensity lipoprotein,1
physical inactivity,hypertension,3
physical inactivity,insulin treatment,3
physical inactivity,macrovascular complications,4
physical inactivity,microalbuminuria,1
physical inactivity,microvascular disease,4
physical inactivity,statins,4
physical inactivity,systolic blood pressure,4
plaque thickness,antiaggregating agents,1
plaque thickness,echolucent plaque,1
plaque volume,mild plaque calcifi cation,1
plaque volume,percent low density plaque,1
postpci thrombolysis in mitimiflow,atrial fibrillation,1
postpci thrombolysis in mitimiflow,left ventricular ejection fraction,1
previous diseases,blood transfusion,1
previous diseases,bmi,1
previous diseases,diabetes,1
previous diseases,egfr,1
previous diseases,gastrointestinal bleeding in past 5 years,1
previous diseases,heart rate,1
previous diseases,hyperuricemia-gout,1
previous diseases,lung disease,1
previous diseases,peripheral artery disease,1
previous diseases,systolic blood pressure,1
previous diseases,white blood cell count,1
previous pcicabg,c-reactive protein,1
previous pcicabg,cholesterol,1
previous pcicabg,diastolic blood pressure,1
previous pcicabg,fibrinogen,1
previous pcicabg,hba1c,1
previous pcicabg,systolic blood pressure,1
prior coronary artery bypass,ACE inhibitors,1
prior coronary artery bypass,acute coronary syndrome,1
prior coronary artery bypass,beta-blocker,1
prior coronary artery bypass,blood glucose,1
prior coronary artery bypass,c-reactive protein,1
prior coronary artery bypass,complex lesions,1
prior coronary artery bypass,diuretic therapy,2
prior coronary artery bypass,egfr,1
prior coronary artery bypass,insulin (measurment),1
prior coronary artery bypass,insulin treatment,1
prior coronary artery bypass,left ventricular ejection fraction,1
prior coronary artery bypass,metformin,1
prior coronary artery bypass,multivessel coronary disease,1
prior coronary artery bypass,myocardial infarction,2
prior coronary artery bypass,peripheral arterial occlusive disease,1
prior coronary artery bypass,pioglitazone treatment,1
prior coronary artery bypass,progressive arterial stiffness defined as a bapwv of 1730 or greater,1
prior coronary artery bypass,statins,1
prior coronary artery bypass,stroke,1
prior coronary artery bypass,sulfonylurea,1
prior cv event,age,1
prior cv event,diabetes duration,2
prior cv event,intensive treatment,1
prior cv event,triglycerides,1
pro btype natriuretic peptide quartiles,c-reactive protein,1
proteinuria,antidiabetic medication,1
proteinuria,antihypertensive use,1
proteinuria,antiplatelet therapy,2
proteinuria,c-reactive protein,1
proteinuria,cardiovascular disease,1
proteinuria,cholesterol,1
proteinuria,current multifactorial care,1
proteinuria,diabetes duration,1
proteinuria,ecg abnormalities,1
proteinuria,hba1c,1
proteinuria,history of coronary disease,1
proteinuria,insulin treatment,1
proteinuria,myocardial infarction,1
proteinuria,peripheral artery disease,1
proteinuria,retinopathy,1
proteinuria,smoking,1
proteinuria,statins,1
provider quality controls,sociodemographics,1
provider quality controls,year fixed effects,1
psychiatric medications,blood glucose,1
psychiatric medications,cholesterol,1
pulse pressure,ankle-brachial index (ABI),1
pulse pressure,antihypertensive use,1
pulse pressure,cholesterol,1
pulse pressure,diabetes duration,1
pulse pressure,ecg abnormalities,3
pulse pressure,egfr,1
pulse pressure,significant proximal lad disease,1
pulse pressure,smoking,1
pulse pressure,the presence of total occlusion,1
qt interval,bmi,1
qt interval,cholesterol,2
qt interval,heart rate,1
qt interval,microalbuminuria,1
qt interval,myocardial spect,1
race/ethnicity,ACE inhibitors,1
race/ethnicity,ACEI/ARB,1
race/ethnicity,ARBs,1
race/ethnicity,ApoAI,1
race/ethnicity,RCT,6
race/ethnicity,albumin,1
race/ethnicity,albumin to creatinine ratio,2
race/ethnicity,alcohol use,2
race/ethnicity,antidepressants,1
race/ethnicity,antihypertensive use,3
race/ethnicity,antiplatelet therapy,1
race/ethnicity,apoAI/apoB ratio,1
race/ethnicity,apoB,1
race/ethnicity,atrial fibrillation,1
race/ethnicity,blockers,1
race/ethnicity,blood glucose,1
race/ethnicity,blood pressure,2
race/ethnicity,blood transfusion,1
race/ethnicity,bmi,7
race/ethnicity,c-reactive protein,1
race/ethnicity,cardiovascular disease,6
race/ethnicity,cholesterol,22
race/ethnicity,chronic kidney disease,1
race/ethnicity,ci,1
race/ethnicity,creatinine,3
race/ethnicity,depression,1
race/ethnicity,diabetes,2
race/ethnicity,diabetes duration,9
race/ethnicity,diabetes treatment,2
race/ethnicity,diabetic neuropathy,1
race/ethnicity,diastolic blood pressure,3
race/ethnicity,egfr,5
race/ethnicity,fibrates,1
race/ethnicity,fibrinogen,1
race/ethnicity,gastrointestinal bleeding in past 5 years,1
race/ethnicity,gender,3
race/ethnicity,hba1c,6
race/ethnicity,heart failure,4
race/ethnicity,heart rate,4
race/ethnicity,high density lipoprotein level,1
race/ethnicity,homair,1
race/ethnicity,homocysteine,1
race/ethnicity,hypertension,7
race/ethnicity,hyperuricemia-gout,1
race/ethnicity,idf metabolic syndrome,1
race/ethnicity,insulin (measurment),1
race/ethnicity,insulin treatment,1
race/ethnicity,left ventricular ejection fraction,1
race/ethnicity,lipidlowering therapy,2
race/ethnicity,lung disease,1
race/ethnicity,macroalbuminuria,1
race/ethnicity,macrovascular complications,1
race/ethnicity,marital status,1
race/ethnicity,metformin,1
race/ethnicity,microalbuminuria,1
race/ethnicity,microvascular disease,1
race/ethnicity,mild plaque calcifi cation,1
race/ethnicity,neuropathy,1
race/ethnicity,nzdep quintile,1
race/ethnicity,percent low density plaque,1
race/ethnicity,peripheral artery disease,1
race/ethnicity,physical activity,3
race/ethnicity,plaque volume,1
race/ethnicity,previous diseases,1
race/ethnicity,prior event,1
race/ethnicity,retinopathy,2
race/ethnicity,smoking,14
race/ethnicity,sociodemographics,2
race/ethnicity,socioeconomic variables,4
race/ethnicity,statins,5
race/ethnicity,sulfonylurea,1
race/ethnicity,systolic blood pressure,10
race/ethnicity,the ukpds risk score,1
race/ethnicity,thiazolidinediones,1
race/ethnicity,triglycerides,7
race/ethnicity,waist measurements,3
race/ethnicity,white blood cell count,1
ratio between total,albumin excretion rate,1
ratio between total,cholesterol,1
ratio between total,fibrinogen,1
ratio between total,triglycerides,1
ratio between total,white blood cell count,1
reactive hyperemia index,inflammatory markers,1
referring physician,coronary heart disease,1
referring physician,hypertension,1
referring physician,smoking,1
renal impairment,albumin,1
renal impairment,heart failure,1
renal insufficiency,microalbuminuria,1
renin-angiotensin system inhibitors,antiplatelet therapy,1
renin-angiotensin system inhibitors,blood glucose,1
renin-angiotensin system inhibitors,bmi,1
renin-angiotensin system inhibitors,cardiovascular disease,1
renin-angiotensin system inhibitors,cholesterol,2
renin-angiotensin system inhibitors,diastolic blood pressure,2
renin-angiotensin system inhibitors,egfr,2
renin-angiotensin system inhibitors,hba1c,3
renin-angiotensin system inhibitors,nephropathy,1
renin-angiotensin system inhibitors,statins,3
renin-angiotensin system inhibitors,systolic blood pressure,2
renin-angiotensin system inhibitors,triglycerides,1
renin-angiotensin system inhibitors,uric acid,1
renin-angiotensin system inhibitors,urinary acr,1
retinopathy,ACE inhibitors,2
retinopathy,ARBs,1
retinopathy,RCT,1
retinopathy,albumin,1
retinopathy,antidepressants,1
retinopathy,antihypertensive use,3
retinopathy,antiplatelet therapy,1
retinopathy,blockers,1
retinopathy,blood glucose,1
retinopathy,bmi,2
retinopathy,cardiovascular disease,1
retinopathy,charlson index,1
retinopathy,cholesterol,8
retinopathy,chronic kidney disease,1
retinopathy,coronary heart disease,1
retinopathy,depression,1
retinopathy,diabetes duration,1
retinopathy,diabetic neuropathy,1
retinopathy,diastolic blood pressure,1
retinopathy,ecg abnormalities,1
retinopathy,egfr,1
retinopathy,fibrates,1
retinopathy,hba1c,5
retinopathy,insulin (measurment),1
retinopathy,insulin treatment,3
retinopathy,mca stenosis,1
retinopathy,metformin,1
retinopathy,neuropathy,2
retinopathy,peripheral artery disease,2
retinopathy,pulse pressure,1
retinopathy,renin-angiotensin system inhibitors,1
retinopathy,sensory neuropathy,1
retinopathy,sensory neuropathy presentabsent,1
retinopathy,smoking,2
retinopathy,statins,2
retinopathy,stroke,3
retinopathy,sulfonylurea,1
retinopathy,systolic blood pressure,1
retinopathy,the use of drugs yesno,1
retinopathy,thiazolidinediones,1
retinopathy,total baseline expenditures,1
retinopathy,triglycerides,2
retinopathy,uric acid,1
retinopathy,urinary acr,2
rosiglitazone during followup,years of enrolment,1
secretagogues,beta-blocker,1
secretagogues,calcium channel blockers,1
sensory neuropathy,ACE inhibitors,1
sensory neuropathy,antihypertensive use,1
sensory neuropathy,insulin (measurment),1
sensory neuropathy,peripheral artery disease,1
sensory neuropathy,stroke,2
sensory neuropathy presentabsent,peripheral artery disease,1
sensory neuropathy presentabsent,stroke,1
sensory neuropathy presentabsent,the use of drugs yesno,1
serum magnesium,metformin,1
significant proximal lad disease,the presence of total occlusion,1
skinfold thickness,ApoAI,1
skinfold thickness,coronary artery disease,1
skinfold thickness,fibrinogen,1
skinfold thickness,peripheral arterial occlusive disease,1
skinfold thickness,stroke,1
sleep duration,alcohol use,1
smoking,ACE inhibitors,6
smoking,ACEI/ARB,3
smoking,ARBs,4
smoking,ApoAI,1
smoking,Lp(a),1
smoking,RCT,5
smoking,Serum 25-hydroxyvitamin D,1
smoking,acr,2
smoking,acute coronary syndrome,3
smoking,age,4
smoking,albumin,16
smoking,albumin excretion rate,7
smoking,albumin to creatinine ratio,7
smoking,alcohol use,19
smoking,alternative healthy eating index ahei diet quality score quintiles,1
smoking,andor nitroglycerin,1
smoking,angina,4
smoking,ankle-brachial index (ABI),5
smoking,antiaggregating agents,1
smoking,antialdosterone,1
smoking,anticoagulants,1
smoking,antidepressants,1
smoking,antidiabetic medication,1
smoking,antihyperlipidemic drugs,1
smoking,antihypertensive use,18
smoking,antiplatelet therapy,7
smoking,apo(a) phenotypes,1
smoking,apoAI/apoB ratio,2
smoking,apoB,2
smoking,arteriovenous fistula,1
smoking,aspirin therapy,13
smoking,atrial fibrillation,3
smoking,autonomic dysfunction,2
smoking,average of 3 daily 2hour bg levels after meals,1
smoking,bapwv,1
smoking,baseline claudication,1
smoking,beta-blocker,2
smoking,biomarkers (general),1
smoking,blockers,2
smoking,blood glucose,13
smoking,blood pressure,12
smoking,blood transfusion,1
smoking,bmi,49
smoking,bnp,9
smoking,c-reactive protein,13
smoking,calcium channel blockers,1
smoking,cancer,1
smoking,cardiovascular disease,23
smoking,carotid artery imt,1
smoking,cerebrovascular disease,3
smoking,change of esrage endogenous secretory receptor of advanced glycated endproducts,1
smoking,cholesterol,150
smoking,chronic kidney disease,5
smoking,chronic obstructive pulmonary disease,1
smoking,chronic renal failure,1
smoking,cimt,1
smoking,clinic,1
smoking,clopidigrel,1
smoking,clopidogrel,1
smoking,complex lesions,1
smoking,coronary artery calcium score,4
smoking,coronary artery disease,7
smoking,coronary heart disease,7
smoking,creatinine,29
smoking,depression,1
smoking,diabetes,7
smoking,diabetes duration,27
smoking,diabetes treatment,17
smoking,diabetic neuropathy,1
smoking,dialysis,4
smoking,diastolic blood pressure,18
smoking,dipyridamole stress test,1
smoking,distal polyneuropathy,1
smoking,diuretic therapy,3
smoking,dpucmgp,1
smoking,ecg abnormalities,13
smoking,echolucent plaque,1
smoking,egfr,28
smoking,ejection fraction 40,1
smoking,endothelial dysfunction,1
smoking,fasting plasma glucose,4
smoking,fasting status yes or no,1
smoking,fibrates,2
smoking,fibrinogen,7
smoking,final timi flow,1
smoking,fpi,1
smoking,gastrointestinal bleeding in past 5 years,1
smoking,gender,4
smoking,gliclazide,1
smoking,glycated hemoglobin,1
smoking,glycemic control,8
smoking,hba1c,87
smoking,heart attack,1
smoking,heart failure,7
smoking,heart rate,7
smoking,height,1
smoking,hemoglobin,1
smoking,highdensity lipoprotein,2
smoking,history of coronary disease,1
smoking,homair,2
smoking,homocysteine,1
smoking,homocysteine at baseline,1
smoking,hyperlipidemia,12
smoking,hypertension,43
smoking,hyperuricemia-gout,1
smoking,idf metabolic syndrome,1
smoking,indigenous australian,1
smoking,insulin (measurment),3
smoking,insulin treatment,21
smoking,ischemia,1
smoking,ischemic heart disease,4
smoking,left ventricular ejection fraction,5
smoking,left ventricular hypertrophy,1
smoking,"leisure time physical activity",1
smoking,lipid profile,1
smoking,lipidlowering therapy,14
smoking,log101  acr,1
smoking,logaer,1
smoking,lowdensity lipoprotein,1
smoking,lung disease,1
smoking,macrovascular complications,10
smoking,mca stenosis,1
smoking,medication use,1
smoking,metformin,3
smoking,microalbuminuria,5
smoking,microvascular disease,8
smoking,mild plaque calcifi cation,1
smoking,monocyte chemoattractant protin1 m,1
smoking,multivessel coronary disease,3
smoking,myocardial infarction,11
smoking,nephropathy,2
smoking,neuropathy,2
smoking,nitrates,1
smoking,nterminal probrain natriuretic peptide,2
smoking,nzdep quintile,1
smoking,other lifestyle risk factors,1
smoking,pc screen time,1
smoking,percent low density plaque,1
smoking,percutaneous coronary intervention,2
smoking,peripheral arterial occlusive disease,1
smoking,peripheral artery disease,9
smoking,peripheral vascular disease,1
smoking,phosphate,2
smoking,physical activity,14
smoking,physical inactivity,4
smoking,pioglitazone treatment,1
smoking,plaque thickness,1
smoking,plaque volume,1
smoking,previous diseases,1
smoking,previous pcicabg,1
smoking,prior coronary artery bypass,2
smoking,pro btype natriuretic peptide quartiles,1
smoking,proteinuria,1
smoking,pulse pressure,2
smoking,race/ethnicity,3
smoking,ratio between total,1
smoking,renal impairment,1
smoking,renin-angiotensin system inhibitors,3
smoking,retinopathy,11
smoking,rosiglitazone during followup,1
smoking,sensory neuropathy,1
smoking,sensory neuropathy presentabsent,1
smoking,significant proximal lad disease,1
smoking,sleep duration,2
smoking,sociodemographics,3
smoking,socioeconomic variables,6
smoking,statins,23
smoking,stent,2
smoking,stroke,10
smoking,sulfonylurea,3
smoking,systolic blood pressure,58
smoking,the presence of total occlusion,1
smoking,the use of drugs yesno,1
smoking,thiazolidinediones,1
smoking,"to tal",1
smoking,tot chol,1
smoking,total energy kcalday,1
smoking,triacylglycerol,3
smoking,triglycerides,39
smoking,troponin,2
smoking,tv viewing,1
smoking,type of treatment,1
smoking,ultrafiltration volume,2
smoking,uric acid,3
smoking,urinary,1
smoking,urinary acr,5
smoking,urinary albumin excretion rate,6
smoking,urinary protein log,1
smoking,use of blockers,1
smoking,use of sulfonamides,1
smoking,waist measurements,6
smoking,wasting,1
smoking,white blood cell count,2
smoking,years of enrolment,1
sociodemographics,Elixhauser comorbidies,1
sociodemographics,RCT,1
sociodemographics,albumin,1
sociodemographics,albumin to creatinine ratio,1
sociodemographics,alcohol use,3
sociodemographics,antihypertensive use,3
sociodemographics,antiplatelet therapy,1
sociodemographics,aspirin therapy,1
sociodemographics,biomarkers,1
sociodemographics,blood pressure,2
sociodemographics,bmi,8
sociodemographics,calcium channel blockers,1
sociodemographics,cardiovascular disease,1
sociodemographics,cardiovascular risk factors,1
sociodemographics,charlson index,1
sociodemographics,cholesterol,9
sociodemographics,chronic kidney disease,2
sociodemographics,clinical variables,1
sociodemographics,coronary heart disease,1
sociodemographics,creatinine,2
sociodemographics,diabetes,1
sociodemographics,diabetes duration,4
sociodemographics,diabetes treatment,2
sociodemographics,diastolic blood pressure,2
sociodemographics,drug use,1
sociodemographics,egfr,5
sociodemographics,expected costs,1
sociodemographics,fibrinogen,3
sociodemographics,hba1c,8
sociodemographics,heart failure,1
sociodemographics,heart rate,1
sociodemographics,hypertension,1
sociodemographics,insulin treatment,2
sociodemographics,lipidlowering therapy,2
sociodemographics,metformin,1
sociodemographics,microalbuminuria,2
sociodemographics,myocardial infarction,1
sociodemographics,other complications,1
sociodemographics,peripheral vascular disease,1
sociodemographics,physical activity,3
sociodemographics,provider quality controls,1
sociodemographics,retinopathy,2
sociodemographics,serum magnesium,1
sociodemographics,smoking,7
sociodemographics,sulfonylurea,1
sociodemographics,systolic blood pressure,4
sociodemographics,total baseline expenditures,1
sociodemographics,treatment,1
sociodemographics,treatment intensity,1
sociodemographics,triacylglycerol,1
sociodemographics,triglycerides,2
sociodemographics,urinary protein log,1
sociodemographics,use of blockers,1
sociodemographics,waist measurements,1
sociodemographics,year fixed effects,1
sociodemographics,young severity index,1
socioeconomic variables,albumin,1
socioeconomic variables,albumin to creatinine ratio,2
socioeconomic variables,antidiabetic medication,1
socioeconomic variables,antihypertensive use,3
socioeconomic variables,antiplatelet therapy,1
socioeconomic variables,blood pressure,2
socioeconomic variables,bmi,3
socioeconomic variables,cardiovascular disease,1
socioeconomic variables,cholesterol,4
socioeconomic variables,chronic kidney disease,2
socioeconomic variables,coronary heart disease,1
socioeconomic variables,creatinine,1
socioeconomic variables,diabetes duration,1
socioeconomic variables,diabetes treatment,1
socioeconomic variables,diastolic blood pressure,1
socioeconomic variables,egfr,1
socioeconomic variables,hba1c,3
socioeconomic variables,heart failure,2
socioeconomic variables,hyperlipidemia,1
socioeconomic variables,hypertension,1
socioeconomic variables,insulin treatment,1
socioeconomic variables,lipid profile,1
socioeconomic variables,marital status,1
socioeconomic variables,myocardial infarction,1
socioeconomic variables,peripheral artery disease,1
socioeconomic variables,proteinuria,1
socioeconomic variables,sleep duration,1
socioeconomic variables,smoking,3
socioeconomic variables,sociodemographics,1
socioeconomic variables,statins,1
socioeconomic variables,systolic blood pressure,3
socioeconomic variables,waist measurements,1
sodium concentration,age,1
sodium concentration,bnp,1
sodium concentration,cholesterol,1
sodium concentration,macroalbuminuria,1
sodium concentration,peripheral artery disease,1
statins,ACE inhibitors,3
statins,ACEI/ARB,1
statins,ARBs,2
statins,acute coronary syndrome,1
statins,age,1
statins,albumin,2
statins,alphaglucosidase inhibitor,2
statins,andor nitroglycerin,1
statins,antialdosterone,1
statins,antidepressants,1
statins,antidiabetic medication,1
statins,antihypertensive use,2
statins,antiplatelet therapy,2
statins,arteriovenous fistula,1
statins,aspirin therapy,8
statins,beta-blocker,1
statins,blockers,1
statins,blood glucose,3
statins,bmi,3
statins,bnp,2
statins,c-reactive protein,2
statins,cardiovascular disease,1
statins,change of esrage endogenous secretory receptor of advanced glycated endproducts,1
statins,cholesterol,17
statins,coronary artery calcium score,1
statins,coronary artery disease,2
statins,creatinine,2
statins,diabetes duration,3
statins,dialysis,3
statins,diastolic blood pressure,4
statins,dipeptidyl peptidase 4 inhibitor at discharge,2
statins,diuretic therapy,1
statins,ecg abnormalities,1
statins,egfr,4
statins,fasting plasma glucose,1
statins,fibrates,2
statins,framingham risk score,1
statins,gender,1
statins,gliclazide,1
statins,glycemic control,3
statins,hba1c,10
statins,heart failure,2
statins,hypertension,2
statins,insulin (measurment),2
statins,insulin treatment,5
statins,macrovascular complications,1
statins,metformin,1
statins,microvascular disease,1
statins,monocyte chemoattractant protin1 m,1
statins,nitrates,1
statins,peripheral artery disease,1
statins,phosphate,2
statins,pioglitazone treatment,1
statins,psychiatric medications,1
statins,rosiglitazone during followup,1
statins,smoking,5
statins,stroke,2
statins,sulfonylurea,2
statins,systolic blood pressure,6
statins,the ukpds risk score,1
statins,tot chol,1
statins,triglycerides,3
statins,ultrafiltration volume,2
statins,uric acid,1
statins,urinary acr,1
statins,years of enrolment,1
stent,apo(a) phenotypes,1
stent,diabetes duration,1
stent,hba1c,1
stent,hemodynamic measures,1
stent,left ventricular ejection fraction,1
stent,minimum lumen diameter,1
stent,multivessel coronary disease,1
stent,prior coronary artery bypass,1
stent,progressive arterial stiffness defined as a bapwv of 1730 or greater,1
stroke,ACE inhibitors,3
stroke,ACEI/ARB,1
stroke,albumin,2
stroke,alphaglucosidase inhibitor,1
stroke,angina,1
stroke,antidiabetic medication,1
stroke,antihypertensive use,3
stroke,antiplatelet therapy,2
stroke,arteriovenous fistula,1
stroke,beta-blocker,2
stroke,blood glucose,2
stroke,bmi,1
stroke,bnp,2
stroke,c-reactive protein,2
stroke,cardiovascular disease,1
stroke,cholesterol,12
stroke,clopidigrel,1
stroke,complete revascularization,1
stroke,coronary artery disease,1
stroke,creatinine,2
stroke,dcb use,1
stroke,diabetes duration,1
stroke,diabetes treatment,1
stroke,dialysis,3
stroke,dipeptidyl peptidase 4 inhibitor at discharge,1
stroke,diuretic therapy,1
stroke,ecg abnormalities,3
stroke,egfr,1
stroke,glycemic control,1
stroke,hba1c,6
stroke,heart failure,2
stroke,insulin (measurment),4
stroke,insulin treatment,2
stroke,ischemic heart disease,1
stroke,left ventricular ejection fraction,2
stroke,lm treatment,1
stroke,metformin,1
stroke,microalbuminuria,1
stroke,myocardial infarction,2
stroke,percutaneous coronary intervention,1
stroke,peripheral arterial occlusive disease,1
stroke,peripheral artery disease,2
stroke,peripheral vascular disease,2
stroke,phosphate,2
stroke,pioglitazone treatment,1
stroke,pulse pressure,1
stroke,retinopathy,1
stroke,smoking,1
stroke,statins,4
stroke,sulfonylurea,2
stroke,syntax score,1
stroke,the use of drugs yesno,1
stroke,triglycerides,4
stroke,ultrafiltration volume,2
sulfonylurea,ACE inhibitors,1
sulfonylurea,ARBs,1
sulfonylurea,antidepressants,1
sulfonylurea,antihypertensive use,1
sulfonylurea,aspirin therapy,1
sulfonylurea,beta-blocker,1
sulfonylurea,blockers,1
sulfonylurea,dipeptidyl peptidase 4 inhibitor at discharge,1
sulfonylurea,diuretic therapy,1
sulfonylurea,fibrates,1
sulfonylurea,insulin (measurment),1
sulfonylurea,insulin treatment,1
sulfonylurea,pioglitazone treatment,1
sulfonylurea,provider quality controls,1
sulfonylurea,sociodemographics,1
sulfonylurea,statins,2
sulfonylurea,thiazolidinediones,1
sulfonylurea,year fixed effects,1
summed stress score sss,sds summed difference score,1
syntax score,alphaglucosidase inhibitor,1
syntax score,antiplatelet therapy,2
syntax score,complete revascularization,1
syntax score,dcb use,1
syntax score,dipeptidyl peptidase 4 inhibitor at discharge,1
syntax score,glycemic control,1
syntax score,insulin (measurment),1
syntax score,lm treatment,1
syntax score,statins,2
syntax score,sulfonylurea,1
systolic blood pressure,ACE inhibitors,2
systolic blood pressure,ACEI/ARB,2
systolic blood pressure,ARBs,1
systolic blood pressure,ApoAI,1
systolic blood pressure,RCT,3
systolic blood pressure,Serum 25-hydroxyvitamin D,1
systolic blood pressure,acr,2
systolic blood pressure,age,2
systolic blood pressure,albumin,8
systolic blood pressure,albumin excretion rate,5
systolic blood pressure,albumin to creatinine ratio,5
systolic blood pressure,alcohol use,8
systolic blood pressure,alphaglucosidase inhibitor,1
systolic blood pressure,angina,2
systolic blood pressure,ankle-brachial index (ABI),1
systolic blood pressure,antiaggregating agents,1
systolic blood pressure,antidiabetic medication,1
systolic blood pressure,antihyperlipidemic drugs,2
systolic blood pressure,antihypertensive use,16
systolic blood pressure,antiplatelet therapy,6
systolic blood pressure,apoAI/apoB ratio,1
systolic blood pressure,apoB,1
systolic blood pressure,arteriovenous fistula,1
systolic blood pressure,aspirin therapy,5
systolic blood pressure,atrial fibrillation,3
systolic blood pressure,bapwv,1
systolic blood pressure,beta-blocker,1
systolic blood pressure,biomarkers (general),1
systolic blood pressure,blood glucose,7
systolic blood pressure,blood pressure,4
systolic blood pressure,bmi,18
systolic blood pressure,bnp,4
systolic blood pressure,c-reactive protein,5
systolic blood pressure,cancer,1
systolic blood pressure,cardiovascular disease,14
systolic blood pressure,carotid artery imt,1
systolic blood pressure,cerebrovascular disease,2
systolic blood pressure,cholesterol,120
systolic blood pressure,chronic kidney disease,1
systolic blood pressure,clopidigrel,1
systolic blood pressure,complete revascularization,1
systolic blood pressure,coronary artery calcium score,2
systolic blood pressure,coronary artery disease,2
systolic blood pressure,coronary heart disease,4
systolic blood pressure,creatinine,17
systolic blood pressure,dcb use,1
systolic blood pressure,diabetes,4
systolic blood pressure,diabetes duration,14
systolic blood pressure,diabetes treatment,8
systolic blood pressure,dialysis,2
systolic blood pressure,diastolic blood pressure,39
systolic blood pressure,dipeptidyl peptidase 4 inhibitor at discharge,1
systolic blood pressure,ecg abnormalities,9
systolic blood pressure,echolucent plaque,1
systolic blood pressure,egfr,30
systolic blood pressure,fasting cpeptide,1
systolic blood pressure,fasting plasma glucose,1
systolic blood pressure,fibrinogen,5
systolic blood pressure,gender,3
systolic blood pressure,glycated hemoglobin,1
systolic blood pressure,glycemic control,5
systolic blood pressure,hba1c,52
systolic blood pressure,heart failure,5
systolic blood pressure,heart rate,2
systolic blood pressure,highdensity lipoprotein,1
systolic blood pressure,history of coronary disease,1
systolic blood pressure,homair,1
systolic blood pressure,homocysteine,1
systolic blood pressure,homocysteine at baseline,1
systolic blood pressure,hyperlipidemia,8
systolic blood pressure,hypertension,15
systolic blood pressure,idf metabolic syndrome,1
systolic blood pressure,insulin (measurment),3
systolic blood pressure,insulin treatment,7
systolic blood pressure,ischemic heart disease,1
systolic blood pressure,left ventricular ejection fraction,2
systolic blood pressure,lipid profile,1
systolic blood pressure,lipidlowering therapy,11
systolic blood pressure,lm treatment,1
systolic blood pressure,log101  acr,1
systolic blood pressure,lung disease,1
systolic blood pressure,macrovascular complications,4
systolic blood pressure,mca stenosis,1
systolic blood pressure,medication use,1
systolic blood pressure,microalbuminuria,3
systolic blood pressure,microvascular disease,3
systolic blood pressure,mild plaque calcifi cation,1
systolic blood pressure,myocardial infarction,8
systolic blood pressure,nephropathy,1
systolic blood pressure,nterminal probrain natriuretic peptide,2
systolic blood pressure,pacemaker implantation,1
systolic blood pressure,pc screen time,1
systolic blood pressure,percent low density plaque,1
systolic blood pressure,percutaneous coronary intervention,2
systolic blood pressure,peripheral artery disease,5
systolic blood pressure,peripheral vascular disease,1
systolic blood pressure,peripherovascular morbidity,1
systolic blood pressure,phosphate,1
systolic blood pressure,physical activity,1
systolic blood pressure,plaque thickness,1
systolic blood pressure,plaque volume,1
systolic blood pressure,pro btype natriuretic peptide quartiles,1
systolic blood pressure,proteinuria,3
systolic blood pressure,pulse pressure,1
systolic blood pressure,race/ethnicity,3
systolic blood pressure,ratio between total,1
systolic blood pressure,renal impairment,1
systolic blood pressure,renin-angiotensin system inhibitors,1
systolic blood pressure,retinopathy,6
systolic blood pressure,sensory neuropathy,1
systolic blood pressure,sensory neuropathy presentabsent,1
systolic blood pressure,significant proximal lad disease,1
systolic blood pressure,sleep duration,2
systolic blood pressure,smoking,41
systolic blood pressure,sociodemographics,1
systolic blood pressure,socioeconomic variables,3
systolic blood pressure,statins,10
systolic blood pressure,stroke,7
systolic blood pressure,sulfonylurea,1
systolic blood pressure,syntax score,1
